100|101|2|16|1|3|600c6a9c02|1|1516324214694
100|101|2|16|1|3|600c6a9c02|1|1516324215602
100|101|2|16|1|3|600c6a9c02|1|1516324216594
100|101|2|16|1|3|600c6a9c02|1|1516324217591
100|101|2|16|1|3|60106a9c02|1|1516324218598
100|101|2|16|1|3|60106a8c02|1|1516324219600
100|101|2|16|1|3|60106a8c02|1|1516324220613
100|101|2|16|1|3|60106a8c02|1|1516324221622
100|101|2|16|1|3|60106a8c02|1|1516324222611
100|101|2|16|1|3|60146a8c02|1|1516324223635
100|101|2|16|1|3|60146a8c02|1|1516324224595
100|101|2|16|1|3|60146a8c02|1|1516324225646
100|101|2|16|1|3|60146a8c02|1|1516324226771
100|101|2|16|1|3|60186a8c02|1|1516324227668
100|101|2|16|1|3|60186a8c02|1|1516324228683
100|101|2|16|1|3|60186a8c02|1|1516324229653
100|101|2|16|1|3|60186a8c02|1|1516324230597
100|101|2|16|1|3|60186a8c02|1|1516324231605
100|101|2|16|1|3|60186a8c02|1|1516324232656
100|101|2|16|1|3|60186a8c02|1|1516324233741
100|101|2|16|1|3|60186a8c02|1|1516324234736
100|101|2|16|1|3|60186a7802|1|1516324235705
100|101|2|16|1|3|60186a7802|1|1516324237202
100|101|2|16|1|3|601c6a7802|1|1516324238091
100|101|2|16|1|3|601c6a7802|1|1516324239395
100|101|2|16|1|3|601c6a7802|1|1516324240077
100|101|2|16|1|3|601c6a7802|1|1516324240910
100|101|2|16|1|3|60186a7802|1|1516324241839
100|101|2|16|1|3|601c6a6802|1|1516324243011
100|101|2|16|1|3|60186a6802|1|1516324243794
100|101|2|16|1|3|601c6a6802|1|1516324244815
100|101|2|16|1|3|601c6a5802|1|1516324245840
100|101|2|16|1|3|601c6a5802|1|1516324246838
100|101|2|16|1|3|601c6a5802|1|1516324248182
100|101|2|16|1|3|601c6a5802|1|1516324248844
100|101|2|16|1|3|601c6a5802|1|1516324249990
100|101|2|16|1|3|601c6a5802|1|1516324250933
100|101|2|16|1|3|601c6a5802|1|1516324251833
100|101|2|16|1|3|60206a4402|1|1516324252887
100|101|2|16|1|3|601c6a4402|1|1516324254029
100|101|2|16|1|3|601c6a4402|1|1516324254916
100|101|2|16|1|3|601c6a4402|1|1516324256000
100|101|2|16|1|3|60206a4402|1|1516324256845
100|101|2|16|1|3|60206a4402|1|1516324258248
100|101|2|16|1|3|60206a4402|1|1516324258835
100|101|2|16|1|3|60206a4402|1|1516324259891
100|101|2|16|1|3|60246a4402|1|1516324260883
100|101|2|16|1|3|60246a4402|1|1516324262159
100|101|2|16|1|3|60286a4402|1|1516324262964
100|101|2|16|1|3|60286a4402|1|1516324263935
100|101|2|16|1|3|60246a4402|1|1516324265797
100|101|2|16|1|3|60246a4402|1|1516324266289
100|101|2|16|1|3|60246a3402|1|1516324267436
100|101|2|16|1|3|60246a2402|1|1516324268461
100|101|2|16|1|3|60246a2402|1|1516324269286
100|101|2|16|1|3|60286a2402|1|1516324270288
100|101|2|16|1|3|60286a2402|1|1516324271231
100|101|2|16|1|3|60286a2402|1|1516324272368
100|101|2|16|1|3|60286a2402|1|1516324273308
100|101|2|16|1|3|60286a2402|1|1516324274287
100|101|2|16|1|3|602c6a2402|1|1516324275309
100|101|2|16|1|3|602c6a2402|1|1516324276294
100|101|2|16|1|3|602c6a2402|1|1516324277350
100|101|2|16|1|3|602c6a2402|1|1516324278296
100|101|2|16|1|3|602c6a3402|1|1516324280288
100|101|2|16|1|3|602c6a3402|1|1516324281171
100|101|2|16|1|3|602c6a3402|1|1516324283212
100|101|2|16|1|3|602c6a2402|1|1516324283838
100|101|2|16|1|3|60306a2402|1|1516324284910
100|101|2|16|1|3|60306a2402|1|1516324286031
100|101|2|16|1|3|60306a1402|1|1516324293927
100|101|2|16|1|3|60346a1402|1|1516324294317
100|101|2|16|1|3|60386a0002|1|1516324295962
100|101|2|16|1|3|60346a0002|1|1516324296471
100|101|2|16|1|3|60386a0002|1|1516324297650
100|101|2|16|1|3|60386a0002|1|1516324298458
100|101|2|16|1|3|60386a0002|1|1516324299411
100|101|2|16|1|3|603869f002|1|1516324300533
100|101|2|16|1|3|603869e002|1|1516324302443
100|101|2|16|1|3|603869e002|1|1516324303022
100|101|2|16|1|3|603869e002|1|1516324303945
100|101|2|16|1|3|603869e002|1|1516324305007
100|101|2|16|1|3|603869e002|1|1516324305908
100|101|2|16|1|3|603869e002|1|1516324307040
100|101|2|16|1|3|603869e002|1|1516324308245
100|101|2|16|1|3|603869e002|1|1516324309948
100|101|2|16|1|3|603869e002|1|1516324310875
100|101|2|16|1|3|603869e002|1|1516324311809
100|101|2|16|1|3|603c69bc02|1|1516324312691
100|101|2|16|1|3|603c69bc02|1|1516324314092
100|101|2|16|1|3|603c69bc02|1|1516324314597
100|101|2|16|1|3|603c69bc02|1|1516324315538
100|101|2|16|1|3|603c69bc02|1|1516324316575
100|101|2|16|1|3|603c69bc02|1|1516324317687
100|101|2|16|1|3|603c69bc02|1|1516324318609
100|101|2|16|1|3|603c69bc02|1|1516324319633
100|101|2|16|1|3|603c69bc02|1|1516324320557
100|101|2|16|1|3|603c69bc02|1|1516324321576
100|101|2|16|1|3|603c69c402|1|1516324322625
100|101|2|16|1|3|603c69bc02|1|1516324323535
100|101|2|16|1|3|604069c402|1|1516324324851
100|101|2|16|1|3|604069c402|1|1516324325581
100|101|2|16|1|3|603c69bc02|1|1516324326616
100|101|2|16|1|3|603c69c402|1|1516324327621
100|101|2|16|1|3|603c69c402|1|1516324328651
100|101|2|16|1|3|604069c402|1|1516324329569
100|101|2|16|1|3|603c69c402|1|1516324330691
100|101|2|16|1|3|604069c402|1|1516324331715
100|101|2|16|1|3|604069b402|1|1516324332544
100|101|2|16|1|3|604069b402|1|1516324333506
100|101|2|16|1|3|604069b402|1|1516324334582
100|101|2|16|1|3|604069b402|1|1516324335611
100|101|2|16|1|3|604069b402|1|1516324336544
100|101|2|16|1|3|604469b402|1|1516324337917
100|101|2|16|1|3|604469b402|1|1516324338653
100|101|2|16|1|3|604469b402|1|1516324339597
100|101|2|16|1|3|604069b402|1|1516324340637
100|101|2|16|1|3|604469b402|1|1516324341553
100|101|2|16|1|3|604469a402|1|1516324342591
100|101|2|16|1|3|604469a402|1|1516324343593
100|101|2|16|1|3|604469a402|1|1516324344626
100|101|2|16|1|3|604469a402|1|1516324345543
100|101|2|16|1|3|604469a402|1|1516324346563
100|101|2|16|1|3|604469a402|1|1516324347592
100|101|2|16|1|3|604469a402|1|1516324348617
100|101|2|16|1|3|604469a402|1|1516324349654
100|101|2|16|1|3|6044699002|1|1516324350661
100|101|2|16|1|3|6044699002|1|1516324351586
100|101|2|16|1|3|6044699002|1|1516324352635
100|101|2|16|1|3|6048698002|1|1516324353557
100|101|2|16|1|3|6048698002|1|1516324354971
100|101|2|16|1|3|6048698002|1|1516324355576
100|101|2|16|1|3|6048698002|1|1516324356703
100|101|2|16|1|3|6048698002|1|1516324357728
100|101|2|16|1|3|6048698002|1|1516324358664
100|101|2|16|1|3|6048697002|1|1516324359570
100|101|2|16|1|3|6048697002|1|1516324360629
100|101|2|1280|1|3|032f01|1|1516527797260
100|101|2|1280|1|3|032f01|1|1516527798237
100|101|2|1280|1|3|032e01|1|1516527799243
100|101|2|1280|1|3|032e01|1|1516527800825
100|101|2|1280|1|3|032d01|1|1516527801257
100|101|2|1280|1|3|032d01|1|1516527802257
100|101|2|1280|1|3|032c01|1|1516527803259
100|101|2|1280|1|3|032b01|1|1516527804245
100|101|2|1280|1|3|032a01|1|1516527805247
100|101|2|1280|1|3|032a01|1|1516527806271
100|101|2|1280|1|3|032901|1|1516527807232
100|101|2|1280|1|3|032901|1|1516527808240
100|101|2|1280|1|3|032801|1|1516527809271
100|101|2|1280|1|3|032801|1|1516527810242
100|101|2|1280|1|3|032801|1|1516527811257
100|101|2|1280|1|3|032701|1|1516527812298
100|101|2|1280|1|3|032701|1|1516527813246
100|101|2|1280|1|3|032701|1|1516527814249
100|101|2|1280|1|3|032601|1|1516527815250
100|101|2|256|1|3|00a903|1|1516867804976
100|101|2|256|1|3|00a903|1|1516867806002
